25000,1,16.464401
25000,2,10.757812
25000,4,9.501688
25000,8,8.067323
25000,16,7.784747
25000,32,7.317783
25000,64,7.236855
30000,1,23.689043
30000,2,15.495982
30000,4,13.716912
30000,8,11.669854
30000,16,11.157606
30000,32,10.597330
30000,64,10.427942
40000,1,44.944334
40000,2,28.891883
40000,4,25.640104
40000,8,21.712169
40000,16,20.913747
40000,32,19.946573
40000,64,19.580923
