25000,1,16.520711
25000,2,10.835907
25000,4,9.491142
25000,8,8.092217
25000,16,7.760199
25000,32,7.314995
25000,64,7.252942
30000,1,23.748647
30000,2,15.480258
30000,4,13.754747
30000,8,11.645090
30000,16,11.171497
30000,32,10.603850
30000,64,10.442825
40000,1,44.927436
40000,2,29.013928
40000,4,25.650131
40000,8,21.764767
40000,16,20.960095
40000,32,19.969842
40000,64,19.571114
